Rollno,Name,Gender,Caste,PWD,Rank,prefl,Seat Allotted,Preference Number
XYZ0095,student3215,M,Res,No,884,"[['NITT', 'CSE'], ['NITC', 'ECE'], ['NITAP', 'CSE'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['NITC', 'CSE'], ['NITG', 'ECE'], ['NITT', 'ECE'], ['NITG', 'CSE'], ['NITK', 'CSE']]","['NITT', 'CSE']",1
XYZ0098,student4442,M,Gen,No,3209,"[['NITT', 'MECH'], ['NITK', 'MECH'], ['MNNIT', 'ECE'], ['MNNIT', 'ECE'], ['NITAP', 'MECH']]","Sorry, you got no seat",0
XYZ0098,student444,M,Gen,No,12,"[['SVNIT', 'MECH'], ['VNIT', 'CSE'], ['NITB', 'CSE'], ['NITG', 'CSE'], ['NITK', 'CSE'], ['NITG', 'ECE']]","['SVNIT', 'MECH']",1
XYZ0098,student1126,M,Gen,No,1015,"[['SVNIT', 'CSE'], ['NITC', 'ECE'], ['NITG', 'ECE'], ['NITAP', 'CSE'], ['NITK', 'MECH'], ['NITB', 'CSE'], ['NITT', 'CSE'], ['VNIT', 'CSE']]","['SVNIT', 'CSE']",1
XYZ0102,student1449,M,Gen,No,3968,"[['NITG', 'AGRI'], ['NITK', 'CSE'], ['NITAP', 'ECE'], ['NITC', 'MECH'], ['VNIT', 'ECE'], ['NITG', 'ECE'], ['NITAP', 'ECE'], ['NITB', 'MECH'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0102,student258,M,Res,Yes,1444,"[['NITK', 'MECH'], ['NITG', 'CSE'], ['NITK', 'CSE'], ['NITT', 'ECE'], ['NITK', 'ECE'], ['NITG', 'ECE']]","['NITK', 'MECH']",1
XYZ0104,student3565,F,Gen,No,169,"[['NITT', 'CIVIL'], ['NITAP', 'MECH'], ['NITB', 'CSE'], ['SVNIT', 'ECE'], ['NITG', 'CSE'], ['NITC', 'CSE'], ['MNNIT', 'CSE']]","['NITT', 'CIVIL']",1
XYZ0107,student122,F,Res,No,1415,"[['MNNIT', 'CSE'], ['NITG', 'ECE'], ['NITB', 'CSE'], ['VNIT', 'CSE'], ['NITK', 'MECH'], ['NITK', 'CSE'], ['MNNIT', 'CSE'], ['NITT', 'CSE'], ['NITAP', 'CSE'], ['NITAP', 'ECE']]","['MNNIT', 'CSE']",1
XYZ0109,student2220,M,Res,No,2572,"[['NITC', 'CSE'], ['SVNIT', 'ECE'], ['NITG', 'MECH'], ['NITT', 'ECE'], ['NITG', 'ECE']]","['NITC', 'CSE']",1
XYZ0110,student1869,M,Gen,No,4874,"[['SVNIT', 'ECE'], ['NITT', 'CSE'], ['NITB', 'MECH'], ['NITB', 'ECE'], ['NITB', 'CSE'], ['NITB', 'MECH'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0111,student3984,M,Gen,No,4134,"[['MNNIT', 'ECE'], ['NITC', 'ECE'], ['NITG', 'CSE'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ0111,student1212,M,Gen,No,1550,"[['NITC', 'CSE'], ['SVNIT', 'MECH'], ['VNIT', 'CSE'], ['VNIT', 'ECE'], ['NITC', 'MECH'], ['NITG', 'MECH'], ['MNNIT', 'ECE']]","['NITC', 'CSE']",1
XYZ0111,student4002,F,Gen,No,112,"[['SVNIT', 'CIVIL'], ['NITAP', 'ECE'], ['NITB', 'ECE'], ['NITAP', 'ECE'], ['MNNIT', 'CSE'], ['NITG', 'CSE'], ['NITK', 'MECH'], ['NITT', 'CSE'], ['SVNIT', 'MECH'], ['NITG', 'ECE']]","['NITAP', 'ECE']",2
XYZ0111,student4707,F,Gen,No,4479,"[['NITT', 'CIVIL'], ['VNIT', 'MECH'], ['SVNIT', 'CSE'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0112,student4329,M,Res,No,2045,"[['VNIT', 'CIVIL'], ['NITG', 'CSE'], ['NITT', 'CSE'], ['NITB', 'ECE'], ['MNNIT', 'ECE'], ['NITT', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'ECE'], ['SVNIT', 'ECE'], ['NITK', 'CSE']]","['VNIT', 'CIVIL']",1
XYZ0112,student370,F,Res,No,168,"[['NITB', 'CIVIL'], ['NITG', 'MECH'], ['NITAP', 'ECE'], ['NITG', 'CSE'], ['NITT', 'CSE'], ['NITAP', 'ECE'], ['MNNIT', 'CSE'], ['NITAP', 'MECH'], ['NITAP', 'MECH'], ['VNIT', 'CSE']]","['NITB', 'CIVIL']",1
XYZ0115,student1699,F,Res,No,292,"[['NITG', 'MECH'], ['MNNIT', 'ECE'], ['MNNIT', 'CSE'], ['SVNIT', 'CSE'], ['NITK', 'ECE'], ['NITG', 'MECH'], ['MNNIT', 'MECH']]","['NITG', 'MECH']",1
XYZ0116,student3550,M,Res,No,2921,"[['MNNIT', 'AGRI'], ['NITAP', 'CSE'], ['NITG', 'ECE'], ['MNNIT', 'CSE'], ['NITC', 'ECE'], ['NITAP', 'ECE'], ['NITG', 'CSE'], ['NITAP', 'ECE'], ['VNIT', 'MECH'], ['SVNIT', 'ECE']]","['MNNIT', 'AGRI']",1
XYZ0117,student3395,F,Gen,No,2856,"[['NITG', 'AGRI'], ['MNNIT', 'MECH'], ['VNIT', 'CSE'], ['NITB', 'MECH'], ['NITT', 'CSE'], ['NITAP', 'MECH'], ['NITG', 'MECH'], ['NITC', 'MECH'], ['NITK', 'MECH'], ['NITB', 'ECE']]","Sorry, you got no seat",0
XYZ0118,student1032,M,Res,No,2766,"[['NITB', 'MECH'], ['VNIT', 'CSE'], ['SVNIT', 'CSE'], ['SVNIT', 'CSE'], ['NITAP', 'ECE'], ['NITK', 'MECH'], ['NITC', 'MECH']]","['NITB', 'MECH']",1
XYZ0118,student4913,M,Res,No,4690,"[['MNNIT', 'ECE'], ['NITG', 'MECH'], ['NITC', 'CSE'], ['NITB', 'ECE'], ['SVNIT', 'MECH'], ['SVNIT', 'CSE'], ['NITT', 'ECE'], ['NITC', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'CSE']]","Sorry, you got no seat",0
XYZ0120,student1362,F,Res,Yes,4786,"[['NITC', 'MECH'], ['NITK', 'ECE'], ['NITB', 'ECE'], ['NITC', 'CSE'], ['NITB', 'CSE'], ['NITAP', 'MECH'], ['NITC', 'ECE'], ['VNIT', 'ECE'], ['NITG', 'CSE'], ['NITG', 'MECH']]","['NITC', 'CSE']",4
XYZ0121,student2905,F,Gen,No,4812,"[['SVNIT', 'CSE'], ['NITG', 'ECE'], ['NITB', 'ECE'], ['NITT', 'CSE']]","Sorry, you got no seat",0
XYZ0123,student3171,F,Gen,No,2113,"[['SVNIT', 'ECE'], ['NITT', 'ECE'], ['NITK', 'MECH'], ['NITG', 'CSE']]","['NITK', 'MECH']",3
XYZ0123,student3088,M,Gen,No,1372,"[['NITAP', 'MECH'], ['NITG', 'CSE'], ['NITAP', 'ECE']]","['NITAP', 'MECH']",1
XYZ0127,student4347,F,Gen,No,723,"[['MNNIT', 'AGRI'], ['MNNIT', 'MECH'], ['NITG', 'MECH'], ['NITB', 'MECH'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['VNIT', 'MECH'], ['NITG', 'ECE'], ['NITK', 'MECH']]","['MNNIT', 'AGRI']",1
XYZ0127,student3774,F,Res,No,4345,"[['MNNIT', 'AGRI'], ['SVNIT', 'MECH'], ['MNNIT', 'ECE']]","['MNNIT', 'AGRI']",1
XYZ0130,student4730,M,Gen,No,3585,"[['SVNIT', 'CSE'], ['NITC', 'ECE'], ['VNIT', 'ECE'], ['NITC', 'CSE'], ['VNIT', 'MECH']]","Sorry, you got no seat",0
XYZ0130,student3937,F,Gen,No,4886,"[['SVNIT', 'CSE'], ['NITB', 'MECH'], ['NITB', 'ECE'], ['NITB', 'CSE'], ['NITT', 'MECH'], ['NITC', 'CSE'], ['SVNIT', 'ECE'], ['VNIT', 'MECH'], ['NITT', 'MECH'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0133,student2075,F,Gen,No,3769,"[['NITB', 'CSE'], ['NITAP', 'CSE'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0135,student2621,M,Gen,No,3479,"[['NITC', 'ECE'], ['NITG', 'MECH'], ['NITT', 'ECE'], ['MNNIT', 'MECH'], ['NITAP', 'ECE'], ['VNIT', 'ECE'], ['MNNIT', 'ECE'], ['NITT', 'CSE'], ['SVNIT', 'ECE'], ['NITAP', 'CSE']]","Sorry, you got no seat",0
XYZ0137,student3307,M,Res,No,1908,"[['VNIT', 'ECE'], ['VNIT', 'CSE'], ['SVNIT', 'ECE'], ['SVNIT', 'CSE'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'MECH'], ['NITC', 'CSE']]","['VNIT', 'ECE']",1
XYZ0137,student133,M,Gen,No,2558,"[['NITAP', 'ECE'], ['VNIT', 'CSE'], ['NITB', 'ECE'], ['NITG', 'MECH'], ['VNIT', 'ECE'], ['VNIT', 'CSE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITC', 'MECH'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0137,student4335,F,Gen,No,4235,"[['NITK', 'MECH'], ['NITK', 'ECE'], ['NITB', 'ECE'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITC', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['NITC', 'ECE']]","Sorry, you got no seat",0
XYZ0139,student1349,M,Res,No,2859,"[['NITG', 'MECH'], ['MNNIT', 'MECH'], ['MNNIT', 'ECE'], ['NITC', 'MECH'], ['NITK', 'CSE'], ['NITB', 'ECE'], ['NITAP', 'ECE'], ['SVNIT', 'CSE']]","['MNNIT', 'MECH']",2
XYZ0141,student2572,F,Gen,No,3241,"[['VNIT', 'CSE'], ['NITAP', 'CSE'], ['NITK', 'MECH'], ['NITK', 'CSE'], ['NITB', 'ECE'], ['NITG', 'ECE']]","Sorry, you got no seat",0
XYZ0142,student4835,F,Gen,No,3685,"[['NITT', 'MECH'], ['NITC', 'MECH'], ['SVNIT', 'CSE'], ['MNNIT', 'MECH'], ['NITB', 'CSE']]","Sorry, you got no seat",0
XYZ0143,student1327,M,Gen,No,3027,"[['NITK', 'ECE'], ['NITG', 'CSE'], ['VNIT', 'MECH'], ['NITAP', 'ECE'], ['NITG', 'MECH'], ['VNIT', 'ECE'], ['NITG', 'CSE'], ['MNNIT', 'ECE'], ['NITAP', 'CSE'], ['VNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0144,student2475,F,Gen,No,2797,"[['SVNIT', 'AGRI'], ['NITAP', 'ECE'], ['NITG', 'CSE'], ['NITT', 'ECE'], ['NITB', 'CSE'], ['NITC', 'MECH']]","Sorry, you got no seat",0
XYZ0144,student667,M,Gen,No,3208,"[['NITC', 'MECH'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'ECE'], ['NITB', 'CSE'], ['NITG', 'MECH'], ['NITK', 'CSE'], ['VNIT', 'CSE'], ['NITG', 'MECH'], ['NITAP', 'MECH']]","Sorry, you got no seat",0
XYZ0144,student3242,F,Gen,No,4988,"[['NITT', 'ECE'], ['NITAP', 'CSE'], ['NITG', 'CSE'], ['NITC', 'ECE'], ['VNIT', 'ECE'], ['NITB', 'CSE'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['MNNIT', 'CSE']]","Sorry, you got no seat",0
XYZ0145,student3313,M,Res,No,3722,"[['NITG', 'AGRI'], ['NITG', 'CSE'], ['MNNIT', 'ECE'], ['VNIT', 'ECE'], ['NITB', 'ECE'], ['NITC', 'ECE'], ['NITG', 'MECH'], ['SVNIT', 'CSE'], ['NITG', 'CSE'], ['NITT', 'ECE']]","Sorry, you got no seat",0
XYZ0146,student4424,M,Gen,No,643,"[['MNNIT', 'ECE'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['NITT', 'CSE']]","['MNNIT', 'ECE']",1
XYZ0147,student1681,M,Gen,No,2448,"[['NITT', 'CIVIL'], ['NITK', 'CSE'], ['NITB', 'MECH'], ['MNNIT', 'ECE'], ['MNNIT', 'CSE'], ['NITT', 'CSE'], ['NITG', 'ECE'], ['NITK', 'CSE']]","['NITT', 'CIVIL']",1
XYZ0147,student2721,M,Res,No,2055,"[['NITG', 'MECH'], ['NITAP', 'CSE'], ['NITB', 'MECH'], ['NITT', 'CSE'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['NITK', 'ECE'], ['NITG', 'ECE'], ['NITT', 'ECE'], ['VNIT', 'CSE']]","['NITAP', 'CSE']",2
XYZ0149,student815,F,Gen,No,855,"[['NITG', 'CSE'], ['MNNIT', 'MECH'], ['SVNIT', 'MECH'], ['MNNIT', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['NITT', 'ECE'], ['NITT', 'MECH']]","['NITG', 'CSE']",1
XYZ0149,student3066,M,Res,No,2093,"[['NITG', 'AGRI'], ['VNIT', 'CSE'], ['VNIT', 'CSE'], ['NITT', 'MECH'], ['NITG', 'CSE'], ['NITAP', 'CSE'], ['NITC', 'CSE'], ['SVNIT', 'ECE'], ['NITK', 'ECE'], ['MNNIT', 'MECH']]","['VNIT', 'CSE']",2
XYZ0152,student4210,F,Gen,No,2121,"[['NITC', 'CIVIL'], ['VNIT', 'MECH'], ['VNIT', 'CSE'], ['VNIT', 'CSE'], ['NITT', 'CSE'], ['NITK', 'MECH'], ['NITB', 'CSE'], ['NITG', 'MECH'], ['NITC', 'MECH'], ['VNIT', 'CSE']]","['NITC', 'CIVIL']",1
XYZ0152,student485,F,Gen,No,2668,"[['SVNIT', 'CSE'], ['NITB', 'CSE'], ['SVNIT', 'ECE'], ['NITG', 'CSE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['MNNIT', 'CSE'], ['MNNIT', 'ECE'], ['NITAP', 'CSE'], ['NITG', 'ECE']]","Sorry, you got no seat",0
XYZ0153,student4059,M,Gen,No,2006,"[['NITC', 'MECH'], ['NITAP', 'ECE'], ['NITK', 'ECE'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['NITK', 'CSE'], ['MNNIT', 'MECH'], ['NITT', 'MECH'], ['NITB', 'ECE'], ['NITK', 'MECH']]","['NITK', 'CSE']",6
XYZ0153,student534,F,Gen,No,2784,"[['NITG', 'CIVIL'], ['VNIT', 'ECE'], ['NITB', 'MECH'], ['NITK', 'MECH'], ['NITG', 'CSE'], ['NITB', 'CSE'], ['SVNIT', 'MECH'], ['NITB', 'ECE'], ['NITT', 'MECH'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ0153,student4510,M,Gen,No,239,"[['VNIT', 'ECE'], ['NITG', 'ECE'], ['NITB', 'ECE'], ['MNNIT', 'MECH'], ['NITT', 'MECH'], ['VNIT', 'CSE'], ['MNNIT', 'ECE']]","['VNIT', 'ECE']",1
XYZ0154,student1529,M,Res,No,3860,"[['NITB', 'CIVIL'], ['NITG', 'ECE'], ['MNNIT', 'CSE'], ['NITK', 'MECH'], ['VNIT', 'CSE'], ['VNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITAP', 'MECH'], ['NITC', 'MECH'], ['SVNIT', 'CSE']]","['NITB', 'CIVIL']",1
XYZ0155,student973,M,Gen,No,4156,"[['VNIT', 'AGRI'], ['NITB', 'MECH'], ['NITB', 'MECH'], ['NITT', 'CSE'], ['NITG', 'ECE'], ['VNIT', 'CSE'], ['NITC', 'CSE'], ['SVNIT', 'MECH'], ['NITC', 'CSE'], ['NITT', 'CSE']]","Sorry, you got no seat",0
XYZ0155,student3656,M,Gen,No,386,"[['VNIT', 'AGRI'], ['NITAP', 'MECH'], ['NITC', 'CSE'], ['NITG', 'CSE'], ['MNNIT', 'MECH'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['NITC', 'MECH'], ['NITAP', 'CSE'], ['NITK', 'MECH']]","['VNIT', 'AGRI']",1
XYZ0156,student2480,F,Res,No,3976,"[['NITK', 'CIVIL'], ['NITG', 'MECH'], ['NITT', 'CSE'], ['NITG', 'CSE'], ['NITG', 'CSE'], ['NITT', 'ECE'], ['NITC', 'MECH']]","['NITK', 'CIVIL']",1
XYZ0158,student2578,M,Res,No,3576,"[['NITG', 'CIVIL'], ['NITAP', 'ECE'], ['VNIT', 'ECE'], ['NITC', 'CSE'], ['MNNIT', 'MECH'], ['NITK', 'ECE'], ['MNNIT', 'CSE'], ['MNNIT', 'CSE'], ['NITB', 'CSE'], ['NITC', 'CSE']]","['VNIT', 'ECE']",3
XYZ0158,student2931,M,Res,No,3728,"[['NITT', 'CSE'], ['MNNIT', 'MECH'], ['NITG', 'MECH'], ['NITC', 'ECE'], ['NITAP', 'CSE'], ['NITC', 'CSE'], ['VNIT', 'ECE'], ['NITAP', 'ECE'], ['NITG', 'ECE'], ['NITT', 'ECE']]","['NITT', 'CSE']",1
XYZ0158,student3456,M,Res,No,2250,"[['MNNIT', 'CIVIL'], ['NITB', 'MECH'], ['NITK', 'MECH'], ['VNIT', 'MECH'], ['NITK', 'MECH'], ['NITK', 'MECH'], ['MNNIT', 'MECH'], ['MNNIT', 'CSE'], ['NITG', 'ECE'], ['NITK', 'ECE']]","['NITB', 'MECH']",2
XYZ0163,student3679,F,Gen,No,4873,"[['NITAP', 'CIVIL'], ['VNIT', 'MECH'], ['VNIT', 'ECE'], ['NITAP', 'MECH'], ['NITG', 'CSE'], ['NITC', 'ECE'], ['NITG', 'ECE'], ['NITB', 'ECE'], ['NITG', 'CSE']]","Sorry, you got no seat",0
XYZ0164,student144,M,Res,No,3528,"[['NITK', 'AGRI'], ['NITG', 'MECH'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['MNNIT', 'CSE'], ['NITG', 'ECE'], ['NITK', 'CSE'], ['VNIT', 'ECE'], ['NITB', 'CSE'], ['MNNIT', 'MECH']]","['NITK', 'AGRI']",1
XYZ0165,student4731,M,Gen,No,1523,"[['NITC', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'MECH']]","['SVNIT', 'MECH']",2
XYZ0168,student1862,M,Res,No,3461,"[['NITC', 'CSE'], ['NITC', 'ECE'], ['VNIT', 'ECE'], ['NITAP', 'MECH'], ['NITK', 'CSE'], ['NITB', 'ECE'], ['VNIT', 'CSE'], ['SVNIT', 'MECH'], ['MNNIT', 'ECE'], ['NITT', 'ECE']]","['VNIT', 'ECE']",3
XYZ0174,student870,M,Res,No,1288,"[['NITB', 'CSE'], ['SVNIT', 'MECH'], ['NITT', 'CSE'], ['NITK', 'CSE'], ['SVNIT', 'CSE'], ['MNNIT', 'ECE'], ['NITK', 'ECE'], ['NITB', 'CSE'], ['NITB', 'CSE'], ['NITB', 'ECE']]","['NITB', 'CSE']",1
XYZ0174,student4681,M,Res,No,525,"[['NITB', 'CSE'], ['SVNIT', 'ECE'], ['NITB', 'MECH']]","['NITB', 'CSE']",1
XYZ0177,student2869,M,Gen,No,2063,"[['NITB', 'CIVIL'], ['NITK', 'ECE'], ['MNNIT', 'MECH'], ['NITB', 'ECE']]","['NITB', 'CIVIL']",1
XYZ0179,student466,M,Res,No,4054,"[['NITG', 'MECH'], ['SVNIT', 'MECH'], ['NITAP', 'ECE'], ['NITAP', 'CSE'], ['SVNIT', 'ECE'], ['SVNIT', 'CSE'], ['NITT', 'CSE'], ['NITT', 'ECE'], ['NITB', 'MECH']]","Sorry, you got no seat",0
XYZ0179,student4330,F,Res,No,1205,"[['NITG', 'AGRI'], ['MNNIT', 'CSE'], ['MNNIT', 'MECH'], ['NITG', 'MECH']]","['NITG', 'AGRI']",1
XYZ0180,student2628,F,Gen,No,1978,"[['VNIT', 'CSE'], ['NITB', 'MECH'], ['NITG', 'MECH'], ['NITB', 'CSE'], ['MNNIT', 'CSE']]","['VNIT', 'CSE']",1
XYZ0180,student1139,M,Res,No,1914,"[['VNIT', 'ECE'], ['NITB', 'MECH'], ['NITG', 'CSE'], ['SVNIT', 'MECH'], ['NITT', 'CSE'], ['NITG', 'MECH']]","['VNIT', 'ECE']",1
XYZ0182,student4857,M,Gen,No,1307,"[['NITT', 'ECE'], ['NITK', 'MECH'], ['SVNIT', 'CSE'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['NITT', 'MECH'], ['NITC', 'MECH']]","['NITK', 'MECH']",2
XYZ0182,student4937,M,Gen,No,3367,"[['NITT', 'AGRI'], ['NITG', 'ECE'], ['NITK', 'MECH'], ['NITG', 'ECE']]","Sorry, you got no seat",0
XYZ0183,student3913,F,Gen,No,1540,"[['VNIT', 'AGRI'], ['NITC', 'CSE'], ['NITG', 'CSE'], ['SVNIT', 'CSE'], ['NITC', 'CSE'], ['NITB', 'MECH'], ['VNIT', 'ECE'], ['NITG', 'ECE'], ['NITT', 'CSE'], ['SVNIT', 'MECH']]","['VNIT', 'AGRI']",1
XYZ0184,student4844,M,Res,No,4993,"[['NITT', 'ECE'], ['NITC', 'ECE'], ['NITG', 'ECE'], ['NITK', 'MECH'], ['NITAP', 'ECE'], ['NITB', 'ECE'], ['NITT', 'MECH'], ['NITC', 'CSE'], ['MNNIT', 'ECE'], ['NITK', 'MECH']]","Sorry, you got no seat",0
XYZ0187,student388,F,Gen,No,4883,"[['SVNIT', 'ECE'], ['NITK', 'ECE'], ['SVNIT', 'CSE'], ['NITG', 'CSE'], ['VNIT', 'ECE'], ['SVNIT', 'CSE'], ['NITC', 'MECH'], ['VNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0193,student3222,M,Gen,No,869,"[['SVNIT', 'CIVIL'], ['NITT', 'ECE'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['SVNIT', 'CSE'], ['NITG', 'ECE'], ['NITT', 'MECH'], ['NITK', 'MECH'], ['NITG', 'ECE'], ['NITT', 'CSE']]","['NITK', 'MECH']",3
XYZ0194,student1155,F,Gen,No,3094,"[['NITC', 'ECE'], ['NITG', 'ECE'], ['NITK', 'MECH'], ['NITB', 'MECH'], ['NITK', 'MECH'], ['NITG', 'CSE'], ['VNIT', 'ECE'], ['MNNIT', 'ECE'], ['SVNIT', 'ECE'], ['NITAP', 'MECH']]","Sorry, you got no seat",0
XYZ0195,student2974,M,Res,No,1776,"[['NITB', 'CSE'], ['NITB', 'ECE'], ['NITK', 'MECH']]","['NITB', 'CSE']",1
XYZ0199,student1595,F,Gen,No,1360,"[['NITK', 'CSE'], ['NITC', 'CSE'], ['NITC', 'ECE'], ['NITC', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'CSE'], ['VNIT', 'CSE'], ['NITC', 'MECH']]","['NITK', 'CSE']",1
XYZ0199,student601,M,Res,No,355,"[['VNIT', 'ECE'], ['NITG', 'CSE'], ['NITAP', 'CSE'], ['NITK', 'CSE'], ['NITG', 'CSE'], ['NITK', 'ECE'], ['VNIT', 'CSE'], ['MNNIT', 'CSE'], ['NITB', 'ECE'], ['NITK', 'CSE']]","['VNIT', 'ECE']",1
XYZ0200,student4906,F,Gen,Yes,1070,"[['NITC', 'CSE'], ['NITB', 'MECH'], ['SVNIT', 'CSE'], ['NITC', 'MECH'], ['NITK', 'MECH'], ['NITG', 'ECE'], ['NITC', 'MECH'], ['NITB', 'CSE'], ['NITC', 'CSE'], ['NITB', 'MECH']]","['NITC', 'CSE']",1
XYZ0200,student4642,M,Gen,No,4704,"[['NITK', 'CIVIL'], ['NITB', 'CSE'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ0201,student532,M,Res,No,3086,"[['VNIT', 'CIVIL'], ['MNNIT', 'CSE'], ['NITAP', 'CSE'], ['SVNIT', 'MECH'], ['NITC', 'CSE']]","['VNIT', 'CIVIL']",1
XYZ0201,student1815,M,Gen,No,526,"[['NITT', 'CSE'], ['MNNIT', 'MECH'], ['NITG', 'CSE'], ['NITAP', 'MECH'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['NITK', 'CSE'], ['NITG', 'CSE'], ['NITB', 'ECE'], ['NITC', 'ECE']]","['NITT', 'CSE']",1
XYZ0206,student2547,F,Gen,No,639,"[['NITG', 'CSE'], ['MNNIT', 'MECH'], ['NITB', 'ECE'], ['NITC', 'MECH']]","['NITG', 'CSE']",1
XYZ0208,student2028,M,Res,No,161,"[['NITAP', 'CSE'], ['NITG', 'CSE'], ['NITB', 'MECH'], ['NITC', 'ECE'], ['NITK', 'MECH'], ['NITG', 'ECE'], ['NITT', 'ECE'], ['VNIT', 'CSE']]","['NITAP', 'CSE']",1
XYZ0208,student2682,F,Res,No,2503,"[['VNIT', 'AGRI'], ['NITG', 'CSE'], ['MNNIT', 'CSE'], ['NITB', 'ECE'], ['NITG', 'CSE']]","['VNIT', 'AGRI']",1
XYZ0210,student3229,M,Res,No,405,"[['NITB', 'ECE'], ['NITB', 'CSE'], ['NITK', 'MECH'], ['NITC', 'ECE'], ['MNNIT', 'MECH'], ['NITAP', 'MECH'], ['NITB', 'CSE'], ['VNIT', 'MECH']]","['NITB', 'ECE']",1
XYZ0212,student844,M,Gen,No,70,"[['NITAP', 'CIVIL'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'ECE'], ['NITAP', 'CSE'], ['MNNIT', 'MECH'], ['NITT', 'MECH'], ['NITG', 'CSE'], ['SVNIT', 'CSE'], ['NITK', 'MECH']]","['SVNIT', 'MECH']",2
XYZ0212,student2249,F,Gen,No,2315,"[['NITAP', 'ECE'], ['NITB', 'ECE'], ['NITT', 'MECH'], ['MNNIT', 'CSE'], ['NITC', 'MECH'], ['NITC', 'ECE'], ['MNNIT', 'CSE']]","['MNNIT', 'CSE']",4
XYZ0213,student4339,M,Gen,No,1040,"[['NITG', 'CIVIL'], ['NITG', 'MECH'], ['NITB', 'ECE'], ['MNNIT', 'ECE'], ['NITG', 'CSE'], ['NITT', 'MECH']]","['NITG', 'CIVIL']",1
XYZ0215,student3327,M,Gen,No,1033,"[['NITK', 'AGRI'], ['NITB', 'ECE'], ['NITG', 'CSE'], ['MNNIT', 'CSE'], ['NITK', 'CSE'], ['NITG', 'MECH'], ['NITAP', 'MECH'], ['NITAP', 'ECE'], ['VNIT', 'CSE'], ['NITG', 'CSE']]","['NITK', 'AGRI']",1
XYZ0215,student3691,M,Gen,No,3023,"[['MNNIT', 'CSE'], ['NITC', 'MECH'], ['VNIT', 'CSE'], ['NITG', 'CSE'], ['NITAP', 'MECH'], ['MNNIT', 'ECE'], ['NITC', 'MECH'], ['NITG', 'MECH'], ['NITT', 'ECE'], ['NITAP', 'CSE']]","Sorry, you got no seat",0
XYZ0215,student3659,F,Gen,No,2294,"[['NITAP', 'CSE'], ['NITC', 'CSE'], ['NITG', 'CSE'], ['MNNIT', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['NITK', 'ECE'], ['VNIT', 'ECE'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ0216,student3373,F,Gen,No,3658,"[['NITK', 'CIVIL'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['MNNIT', 'MECH'], ['NITK', 'ECE'], ['NITAP', 'CSE'], ['NITB', 'MECH'], ['NITAP', 'ECE'], ['NITG', 'MECH'], ['NITT', 'MECH']]","Sorry, you got no seat",0
XYZ0216,student4773,M,Gen,No,2391,"[['NITC', 'CSE'], ['NITG', 'MECH'], ['NITG', 'CSE'], ['MNNIT', 'ECE'], ['MNNIT', 'ECE'], ['NITG', 'CSE'], ['SVNIT', 'CSE'], ['NITAP', 'ECE'], ['NITT', 'MECH']]","Sorry, you got no seat",0
